ID_Venta,Fecha,Producto,Categoria,Precio,Cantidad,ID_Cliente,Region
756,2025-01-07,Silla de Auto para Bebe,Viajes,150.0,1.0,846,Sur
757,2025-01-08,Carriola,Viajes,200.0,1.0,847,
758,2025-01-09,Cuna,Muebles,-250.0,1.0,848,Oeste
759,2025-01-10,Cambiador para Bebe,Muebles,80.0,1.0,849,Este
760,2025-01-11,Mecedora,Muebles,120.0,1.0,850,Norte
761,2025-01-12,Gimnasio para Bebe,Juguetes,40.0,1.0,851,Sur
762,2025-01-13,Movil para Cuna,Juguetes,30.0,1.0,852,Centro
763,2025-01-14,Biberon,Bebe,10.0,2.0,853,Oeste
764,2025-01-15,Esterilizador de Biberones,bebe,40.0,1.0,854,Este
765,2025-01-16,Calentador de Biberones,Bebe,30.0,1.0,855,Norte
766,2025-01-17,Extractor de Leche,Bebe,80.0,1.0,856,Sur
767,2025-01-18,Panales,Bebe,25.0,1.0,857,Centro
768,2025-01-19,Toallitas Humedas,bebe,5.0,1.0,858,Oeste
769,2025-01-20,,Bebe,3.0,1.0,859,Este
770,2025-01-21,Mochila Panalera,Viajes,50.0,1.0,860,Norte
771,2025-01-22,Canguro para Bebe,Viajes,40.0,1.0,861,Sur
772,2025-01-23,Juguete de Mordedera,Juguetes,8.0,N/A,862,Centro
773,2025-01-24,Libro de Tela para Bebe,Juguetes,12.0,1.0,863,Oeste
774,2025-01-25,Sonaja,Juguetes,7.0,1.0,864,Este
775,2025-01-26,Andadera,Bebe,60.0,1.0,865,Norte
776,2025-01-27,Periquera,bebe,-90.0,1.0,866,Sur
777,2025-01-28,Tina para Bebe,Bebe,25.0,1.0,867,Centro
778,2025-01-29,Termometro de Bano,Bebe,10.0,1.0,868,Oeste
779,2025-01-30,Aspirador Nasal,Bebe,15.0,1.0,869,Este
780,2025-01-31,Kit de Cuidado para Bebe,Bebe,20.0,1.0,870,
781,2025-02-01,Ropa para Bebe,Ropa,18.0,1.0,871,Sur
782,2025-02-02,Zapatitos para Bebe,Ropa,15.0,1.0,872,Centro
783,2025-02-03,Cobija para Bebe,Hogar,20.0,1.0,873,Oeste
784,2025-02-04,Toalla con Capucha,Hogar,18.0,1.0,874,Este
785,2025-02-05,Album de Fotos para Bebe,Recuerdos,25.0,1.0,875,Norte
786,2025-02-06,Kit para Huellas de Bebe,recuerdos,20.0,1.0,876,Sur
787,2025-02-07,,Recuerdos,15.0,1.0,877,Centro
788,2025-02-08,Caja de Dientes de Leche,Recuerdos,12.0,1.0,878,Oeste
789,2025-02-09,Cuadro de Nacimiento,Decoracion,30.0,1.0,879,Este
790,2025-02-10,Vinilos Decorativos Infantiles,Decoracion,20.0,1.0,880,Norte
791,2025-02-11,Lampara Infantil,Iluminacion,30.0,1.0,881,Sur
792,2025-02-12,Medidor de Estatura,Decoracion,15.0,N/A,882,Centro
793,2025-02-13,Caja de Juguetes,Muebles,40.0,1.0,883,Oeste
794,2025-02-14,Mesa y Sillas Infantiles,muebles,-70.0,1.0,884,Este
795,2025-02-15,Pizarron Infantil,Juguetes,35.0,1.0,885,Norte
796,2025-02-16,Triciclo,Juguetes,60.0,1.0,886,Sur
797,2025-02-17,Bicicleta Infantil,Juguetes,100.0,1.0,887,Centro
798,2025-02-18,Casco Infantil,Deportes,25.0,1.0,888,Oeste
799,2025-02-19,Rodilleras y Coderas,Deportes,20.0,1.0,889,Este
800,2025-02-20,,Juguetes,15.0,1.0,890,Norte
801,2025-02-21,Cuentos Infantiles,Libros,10.0,1.0,891,Sur
802,2025-02-22,Libro para Colorear,Libros,7.0,1.0,892,Centro
803,2025-02-23,Crayones,Arte,5.0,1.0,893,Oeste
804,2025-02-24,Pintura de Dedos,arte,10.0,1.0,894,Este
805,2025-02-25,Masa Moldeable,Arte,8.0,1.0,895,Norte
806,2025-02-26,Burbujas,Juguetes,4.0,1.0,896,Sur
807,2025-02-27,Avion de Papel,Juguetes,2.0,1.0,897,Centro
808,2025-02-28,Trompo,Juguetes,6.0,1.0,898,
809,2025-03-01,Canicas,Juguetes,5.0,N/A,899,Este
810,2025-03-02,Matatena,Juguetes,4.0,1.0,900,Norte
811,2025-03-03,Juego de Te de Juguete,Juguetes,20.0,1.0,901,Sur
812,2025-03-04,Cocinita de Juguete,juguetes,-80.0,1.0,902,Centro
813,2025-03-05,Herramientas de Juguete,Juguetes,25.0,1.0,903,Oeste
814,2025-03-06,Kit de Doctor de Juguete,Juguetes,22.0,1.0,904,Este
815,2025-03-07,Casa de Munecas,Juguetes,120.0,1.0,905,Norte
816,2025-03-08,Muneca,Juguetes,20.0,1.0,906,Sur
817,2025-03-09,Coche de Juguete,Juguetes,10.0,1.0,907,Centro
818,2025-03-10,Pista de Carreras,juguetes,50.0,1.0,908,Oeste
819,2025-03-11,Tren de Juguete,Juguetes,40.0,1.0,909,Este
820,2025-03-12,Bloques de Construccion,Juguetes,30.0,1.0,910,Norte
821,2025-03-13,Instrumentos Musicales de Juguete,Juguetes,25.0,1.0,911,Sur
822,2025-03-14,Microfono de Juguete,Juguetes,15.0,1.0,912,Centro
823,2025-03-15,,Juguetes,10.0,1.0,913,Oeste
824,2025-03-16,Walkie Talkie de Juguete,Juguetes,20.0,1.0,914,Este
825,2025-03-17,Dron de Juguete,Juguetes,40.0,1.0,915,Norte
826,2025-03-18,Lanzador de Dardos,Juguetes,25.0,1.0,916,Sur
827,2025-03-19,Pistola de Agua,Juguetes,15.0,1.0,917,Centro
828,2025-03-20,Resortera,Juguetes,10.0,N/A,918,Oeste
829,2025-03-21,Arco y Flecha de Juguete,Juguetes,20.0,1.0,919,Este
830,2025-03-22,Espada de Juguete,Juguetes,-12.0,1.0,920,Norte
831,2025-03-23,Escudo de Juguete,Juguetes,10.0,1.0,921,Sur
832,2025-03-24,Disfraz de Superheroe,Ropa,35.0,1.0,922,Centro
833,2025-03-25,Mascara,Ropa,8.0,1.0,923,Oeste
834,2025-03-26,Capa,ropa,12.0,1.0,924,Este
835,2025-03-27,Kit de Magia,Juguetes,20.0,1.0,925,Norte
836,2025-03-28,Varita Magica,Juguetes,10.0,1.0,926,
837,2025-03-29,,Juguetes,5.0,1.0,927,Centro
838,2025-03-30,Sombrero de Mago,Juguetes,8.0,1.0,928,Oeste
839,2025-03-31,Kit de Experimentos Cientificos,Ciencia,30.0,1.0,929,Este
840,2025-04-01,Volcan de Juguete,Ciencia,20.0,1.0,930,Norte
841,2025-04-02,Esqueleto para Armar,Ciencia,25.0,1.0,931,Sur
842,2025-04-03,Kit de Cultivo de Cristales,ciencia,18.0,1.0,932,Centro
843,2025-04-04,Hormiguero,Ciencia,22.0,1.0,933,Oeste
844,2025-04-05,Juego de Quimica,Ciencia,35.0,1.0,934,Este
845,2025-04-06,Juego de Electronica,Ciencia,40.0,1.0,935,Norte
846,2025-04-07,Modelo del Sistema Solar,Ciencia,-30.0,1.0,936,Sur
847,2025-04-08,,Ciencia,15.0,1.0,937,Centro
848,2025-04-09,CD de Musica,Musica,15.0,1.0,938,Oeste
849,2025-04-10,Pelicula en Blu-Ray,Video,20.0,1.0,939,Este
850,2025-04-11,Serie de TV en DVD,Video,30.0,1.0,940,Norte
851,2025-04-12,Videojuego Fisico,Videojuegos,60.0,1.0,941,Sur
852,2025-04-13,Consola de Videojuegos Retro,Videojuegos,80.0,N/A,942,Centro
853,2025-04-14,Maquina Arcade Mini,Videojuegos,50.0,1.0,943,Oeste
854,2025-04-15,Pinball,juguetes,400.0,1.0,944,Este
855,2025-04-16,Mesa de Billar,Juegos,500.0,1.0,945,Norte
856,2025-04-17,Mesa de Futbolito,Juegos,300.0,1.0,946,Sur
857,2025-04-18,Mesa de Air Hockey,Juegos,250.0,1.0,947,Centro
858,2024-08-16,Audifonos para Gaming,Videojuegos,80.0,1.0,698,Oeste
859,2025-04-19,Mesa de Ping Pong,juegos,200.0,1.0,948,Oeste
860,2025-04-20,Diana de Dardos,Juegos,40.0,1.0,949,Este
861,2025-04-21,,Juegos,20.0,1.0,950,Norte
862,2025-04-22,Cama Elastica,Juegos,150.0,1.0,951,Sur
863,2025-04-23,Columpio,Juegos,80.0,1.0,952,Centro
864,2025-04-24,Resbaladilla,juegos,100.0,1.0,953,Oeste
865,2025-04-25,Casa de Juegos Infantil,Juegos,-200.0,1.0,954,Este
866,2025-04-26,Arenero Infantil,Juegos,60.0,1.0,955,Norte
867,2025-04-27,Alberca Inflable,Juegos,40.0,1.0,956,Sur
868,2025-04-28,Pistolas Laser,Juguetes,50.0,2.0,957,Centro
869,2025-04-29,Telescopio para Ninos,Ciencia,50.0,1.0,958,Oeste
870,2025-04-30,Microscopio para Ninos,ciencia,40.0,N/A,959,Este
871,2025-05-01,Kit de Quimica para Ninos,Ciencia,25.0,1.0,960,Norte
872,2025-05-02,Libro de Dinosaurios,Libros,15.0,1.0,961,Sur
873,2025-05-03,Juguete de Dinosaurio,Juguetes,12.0,1.0,962,Centro
874,2025-05-04,Disfraz de Dinosaurio,Ropa,30.0,1.0,963,Oeste
875,2025-05-05,,Juguetes,10.0,1.0,964,Este
876,2025-05-06,Poster del Espacio,Decoracion,12.0,1.0,965,Norte
877,2025-05-07,Cohete de Juguete,Juguetes,20.0,1.0,966,Sur
878,2025-05-08,Disfraz de Astronauta,ropa,-35.0,1.0,967,Centro
879,2025-05-09,Proyector de Estrellas,Iluminacion,25.0,1.0,968,Oeste
880,2025-05-10,Comida de Astronauta,Curiosidades,8.0,1.0,969,Este
881,2025-05-11,Libro de Animales,Libros,15.0,1.0,970,Norte
882,2025-05-12,Figuras de Animales de Juguete,Juguetes,20.0,1.0,971,Sur
883,2025-05-13,Documental de Animales,Video,18.0,1.0,972,Centro
884,2025-05-14,,Juguetes,10.0,1.0,973,Oeste
885,2025-05-15,Binoculares para Ninos,Exterior,20.0,1.0,974,Este
886,2025-05-16,Kit de Explorador,Exterior,30.0,1.0,975,Norte
887,2025-05-17,Lupa para Ninos,Exterior,8.0,1.0,976,Sur
888,2025-05-18,Red para Insectos,exterior,10.0,1.0,977,Centro
889,2025-05-19,Frasco para Insectos,Exterior,6.0,N/A,978,Oeste
890,2025-05-20,Guia de Campo de Insectos,Libros,12.0,1.0,979,Este
891,2025-05-21,Prensa para Flores,Arte,15.0,1.0,980,Norte
892,2025-05-22,Herbario,Libros,20.0,1.0,981,Sur
893,2025-05-23,Semillas para Plantar,Jardineria,-5.0,1.0,982,Centro
894,2025-05-24,Kit de Jardineria para Ninos,Jardineria,20.0,1.0,983,Oeste
895,2025-05-25,Regadera Pequena,Jardineria,10.0,1.0,984,Este
896,2025-05-26,Carretilla de Juguete,Jardineria,25.0,1.0,985,Norte
897,2025-05-27,,Jardineria,15.0,1.0,986,Sur
898,2025-05-28,Mandil para Ninos,Arte,12.0,1.0,987,Centro
899,2025-05-29,Kit de Cocina para Ninos,Cocina,30.0,1.0,988,Oeste
900,2025-05-30,Gorro de Chef para Ninos,Cocina,8.0,1.0,989,Este
901,2025-05-31,Libro de Cocina para Ninos,Libros,15.0,1.0,990,Norte
902,2025-06-01,Moldes para Galletas,Cocina,10.0,1.0,991,Sur
903,2025-06-02,Chispas de Colores,Cocina,5.0,1.0,992,Centro
904,2025-06-03,Kit para Decorar Cupcakes,cocina,18.0,1.0,993,Oeste
905,2025-06-04,Maquina para Hacer Palomitas,Cocina,40.0,1.0,994,Este
906,2025-06-05,Maquina de Algodon de Azucar,Cocina,50.0,1.0,995,Norte
907,2025-06-06,Fuente de Chocolate,Cocina,35.0,1.0,996,Sur
908,2025-06-07,,Cocina,20.0,1.0,997,Centro
909,2025-06-08,Juego de Pesca Magnetico,Juguetes,15.0,N/A,998,Oeste
910,2025-06-09,Rompecabezas de Madera,Juguetes,-12.0,1.0,999,Este
911,2025-06-10,Cubo de Actividades,Juguetes,30.0,1.0,1000,Norte
912,2023-01-21,Silla Gamer,Muebles,200.0,1.0,105,Oeste
913,2023-05-28,Consulta Tecnica,Servicios,80.0,1.0,228,Oeste
914,2023-09-02,Casa de Campana,campismo,120.0,1.0,325,Norte
915,2024-03-01,Sobre,Oficina,0.5,20.0,511,Sur
916,2024-06-21,Tarjeta Madre Z690,Componentes,250.0,1.0,252,Oeste
917,2024-11-19,Bolsa para Ropa Sucia,Viajes,8.0,1.0,797,Oeste
918,2025-01-08,Carriola,Viajes,200.0,1.0,847,Centro
919,2025-03-28,Varita Magica,Juguetes,10.0,1.0,926,Norte
920,2025-05-20,Guia de Campo de Insectos,Libros,12.0,1.0,979,Este
921,2024-02-28,Pegamento en Barra,Oficina,2.0,3.0,509,Este
922,2024-05-26,Mesa de Centro,muebles,80.0,1.0,607,Centro
923,2024-10-27, Dispensador de Cereales,Cocina,25.0,1.0,773,Oeste
924,2023-03-30,Licuadora,hogar,50.0,1.0,169,Este
925,2023-07-28,Arrocera,Cocina,40.0,1.0,289,Este
926,2023-12-29,Decantador de Vino,Cocina,35.0,1.0,444,Norte
927,2024-02-10,Cortadora de Papel,Oficina,25.0,1.0,489,Norte
928,2024-09-24,Abrebotellas,Cocina,5.0,1.0,740,Norte
929,2023-02-03,Router WiFi 6,Redes,110.0,1.0,116,Este
930,2023-05-07,Escaner de Documentos,Oficina,150.0,1.0,207,Centro
931,2023-08-19,Alarma de Humo,Seguridad,18.0,2.0,311,Sur
932,2023-12-06,Marco de Fotos Digital,Decoracion,70.0,1.0,421,Centro
933,2024-05-12,GPS para Senderismo,Electronica,200.0,1.0,603,Oeste
934,2024-07-21,Servomotor,electronica,8.0,2.0,669,Este
935,2025-01-07,Silla de Auto para Bebe,Viajes,150.0,1.0,846,Sur
936,2025-02-28,Trompo,Juguetes,6.0,1.0,898,Oeste
937,2023-02-22,Audifonos con Microfono,Audio,55.0,1.0,133,Oeste
938,2023-06-01,Tarjeta de Regalo,Regalos,50.0,1.0,232,Oeste
939,2023-09-07,Cana de Pescar,Pesca,50.0,1.0,330,Sur
940,2024-01-20,Coleccion de Vinilos,Musica,30.0,1.0,467,Centro
941,2024-10-28,Toallero,Hogar,15.0,1.0,775,Norte
942,2023-03-08,Disco Duro Interno 4TB,Almacenamiento,110.0,1.0,147,Centro
943,2023-04-20,Tarjeta de Sonido Externa,Audio,40.0,1.0,190,Norte
944,2023-10-02,Kit de Pintura,Arte,40.0,1.0,355,Norte
945,2024-04-22,Escobilla para Bano,Hogar,10.0,1.0,570,Norte
946,2024-08-19,Moneda Virtual para Juegos,Videojuegos,20.0,1.0,701,Sur
947,2023-02-16,Mouse Inalambrico,Accesorios,25.0,2.0,102,Sur
948,2023-02-07,Bocinas 2.1,Audio,90.0,1.0,120,Oeste
949,2023-02-13,Teclado Inalambrico,Accesorios,45.0,1.0,103,Este
950,2023-02-18,Cable Ethernet 10m,Redes,18.0,1.0,129,Este
951,2023-02-24,Tablet 10",Electronica,250.0,1.0,135,Norte
952,2023-03-03,Teclado Numerico,perifericos,18.0,1.0,142,Centro
953,2023-03-14,Aro de Luz LED,Video,35.0,1.0,153,Oeste
954,2023-03-23,Pantalla Inteligente,Hogar,120.0,1.0,162,Centro
955,2023-04-05,Ventilador,Hogar,40.0,1.0,175,Norte
956,2023-04-14,Candado para Laptop,Seguridad,15.0,1.0,184,Este
957,2023-04-22,Sintonizador de TV USB,Video,30.0,1.0,192,Centro
958,2023-05-01,Monitor Ultrawide,Monitores,600.0,1.0,201,Sur
959,2023-05-10,Telescopio,Ciencia,200.0,1.0,210,Norte
960,2023-05-20,Libro de Cocina,Libros,25.0,1.0,220,Norte
961,2023-05-29,Reparacion de PC,servicios,120.0,1.0,229,Este
962,2023-06-07,Cinturon,Ropa,30.0,1.0,239,Este
963,2023-06-17,SSD 2TB,Componentes,180.0,1.0,248,Oeste
964,2023-06-26,Lampara de Pie,Hogar,50.0,1.0,257,Centro
965,2023-07-05,Soporte para Celular,accesorios,12.0,1.0,266,Sur
966,2023-07-15,Tensiometro,Salud,40.0,1.0,276,Sur
967,2023-07-25,Batidora,Cocina,70.0,1.0,286,Sur
968,2023-08-04,Maceta,Jardineria,10.0,5.0,296,Sur
969,2023-08-14,Gafas de Seguridad,Seguridad,8.0,1.0,306,Sur
970,2023-08-23,Bomba de Aire,Deportes,12.0,1.0,315,Norte
971,2023-09-02,Casa de Campana,campismo,120.0,1.0,325,Norte
972,2023-09-12,Balon de Baloncesto,Deportes,25.0,1.0,335,Norte
973,2023-09-21,Monitores de Estudio,Audio,250.0,2.0,344,Este
974,2023-10-01,Funda para Guitarra,Musica,30.0,1.0,354,Este
975,2023-10-10,Plastilina,Arte,8.0,1.0,363,Oeste
976,2023-10-20,Raqueta de Tenis,Deportes,80.0,1.0,373,Oeste
977,2023-10-29,Gorro de Natacion,natacion,8.0,1.0,833,Oeste
978,2023-11-08,Paraguas,Accesorios,20.0,1.0,393,Oeste
979,2023-11-18,Olla de Presion,Cocina,80.0,1.0,403,Oeste
980,2023-11-27,Clips,Oficina,3.0,1.0,412,Centro
981,2023-12-07,Planta Artificial,Decoracion,20.0,1.0,422,Centro
982,2023-12-16,Peluche,Juguetes,20.0,1.0,431,Sur
983,2023-12-25,Juego de Te,Cocina,40.0,1.0,440,Norte
984,2024-01-04,Domino,juguetes,15.0,1.0,451,Sur
985,2024-01-13,Timbre con Video,Seguridad,100.0,1.0,460,Norte
986,2024-01-23,Inversor de Corriente para Auto,Energia,40.0,1.0,471,Sur
987,2024-02-02,Fabrica de Hielo,Cocina,120.0,1.0,480,Norte
988,2024-02-12,Cojin Lumbar,Muebles,20.0,1.0,492,Centro
989,2024-02-21,Portafolio,Accesorios,70.0,1.0,502,Centro
990,2024-03-02,Agenda Electronica,Electronica,50.0,1.0,512,Centro
991,2024-03-11,Bola de Discoteca,Fiesta,20.0,1.0,522,Centro
992,2024-03-21,Cubre Sillas,Hogar,8.0,4.0,533,Oeste
993,2024-03-31,Ganchos para Ropa,Hogar,8.0,1.0,545,Norte
994,2024-04-09,Cabecera para Cama,muebles,100.0,1.0,555,Norte
995,2024-04-18,Bata de Bano,Hogar,35.0,1.0,565,Norte
996,2024-04-28,Tira de Luces LED,iluminacion,20.0,1.0,576,Sur
997,2024-05-07,Radio de Emergencia,Seguridad,40.0,1.0,587,Centro
998,2024-05-17,Botas de Senderismo,Ropa,120.0,1.0,597,Centro
999,2024-05-26,Mesa de Centro,muebles,80.0,1.0,607,Centro
1000,2024-06-05,Divisor de Audifonos,audio,8.0,1.0,618,Oeste
